aaaa	工 恭恭敬敬
wfqd	佳肴
wfqf	壆
wfqg	值钱
wfqi	传销
wfqk	嚳
wfqt	会儿
wfre	传授
wfrg	会后
wfrt	传播
wfta	会长
wftc	什么
wftd	舒适
wftj	值得 舍得 偖
wftn	侤
wftx	佬
wfty	传入
wfub	传闻
wfud	传送
wfue	公元前
wfuf	倖
wfuj	会意
wfux	传递
wfva	传媒
wfvf	姇
wfvg	佞
wfvv	侍女
wfwg	会合
wfwh	侍候
wfwt	仕途
wfwy	传令 伕
wfxw	传给
wfxy	传统
wfy	付
wfya	会试
wfyf	会计
wfyn	传记
wfyo	会谈
wfyq	仁义
wfyt	畲族
wfyu	传说
wfyv	侍郎
wfyw	舆论
wfyy	会议 传言
wgab	使节
wgad	登基
wgag	合葬
wgah	使臣
wgaj	侀
wgap	合营
wgaq	全区
wgbb	例子 盒子 凳子
wgbf	登陆
wgbm	拿出 使出
wgbn	伅
wgbw	全队
wgca	使劲
wgcf	侄
wgcj	倒
wgck	登台
wgda	戣
wgdg	僵硬
wgdm	全面
wgdn	合成
wgdt	全邦
wgdu	癸
wgdw	代表大会
wgeb	鄃
wgec	合肥
wgef	傅
wgeg	全县 倩
wgej	俞
wgen	愈
wgep	逾
wgeq	觎
wget	使用
wgey	俌 俵
wgf	全
wgfb	倒地
wgfc	命运
wgfd	全城
wgfg	合十
wgfn	全场 登场
wgft	全都 使者 倒霉
wgfu	全境
wgg	伍 仼
wggc	拿到
wggf	全球 便于
wggg	合一
wggh	拿下 倒下
wggi	从来不
wggj	合理
wggo	拿来
wghh	登上
wgif	合法 剑法 佥
wgig	伾
wgij	剑
wgip	全党
wgit	全省 敛
wgiy	段正淳 伓
wgjf	登时
wgjg	便是 命题
wgji	倲
wgjn	僡
wgjq	便
wgjy	合影
wgka	弇 龠
wgkb	命 郃
wgkd	龕
wgkf	合
wgkg	鸽 俉
wgkh	命中
wgkj	劍
wgkl	盒
wgkm	凳 颌
wgkn	翕
wgkq	使
wgkr	拿
wgkt	龢 斂
wgku	登
wgkv	劎
wgkw	歙
wgkx	龛
wglf	代表团
wglg	全国 僵
wglj	劊 會
wglk	愈加
wglt	全力 合力
wgmg	合同
wgmm	登山
wgmw	俩
wgmx	儷
wgmy	债 俪
wgna	全民
wgnb	兮
wgnj	傲慢
wgnn	全书 全局 僵尸 佤
wgnt	代表性 愈发 全球性
wgod	俨
wgpe	便宜 全家
wgpl	全军
wgqd	全然
wgqh	例外
wgqj	例
wgqk	命名
wgqn	使馆
wgqq	合金
wgqt	侄儿 傲
wgrg	便捷
wgrh	全年
wgsc	全权 债权
wgse	登极
wgst	合格
wgsy	剑术
wgta	全长
wgtd	合适
wgtf	例行
wgtj	使得 便利 舍不得
wgtk	全程
wgtl	债务
wgtm	全身
wgtq	全称 合称
wgtu	合乎
wgua	合并
wgud	债券
wguk	全部
wguq	合资
wgus	全新
wguw	侠
wgve	倒退
wgvh	倢
wgvi	登录
wgvk	例如
wgwf	全会
wgwg	使命 愈来愈 愈合
wgws	全体
wgwt	合作 代表作
wgww	代理人
wgwx	全球化
wgwy	命令 全集
wgxg	全线
wgyf	合计
wgym	全市
wgyn	登记
wgyt	全州
wgyy	全文
whak	修葺
whbb	个子
whem	个股
whf	企
whgh	修正
whgj	修理
whic	俶
whj	个
whjh	倬
whkl	个别
whlt	企图
whmy	侦
whnd	候
whnn	佀
whnt	修改 个性
whnu	修习
whoa	修炼
whog	企业
whpu	修补
whpw	侦察
whqn	俔
whqo	儏
whqt	个儿
whqy	悠久
whsj	侦查
whta	修筑
whtd	倏
whte	修 脩
whtf	修行 鞗
whti	絛
whtj	修复
whtn	悠
whto	倐
whty	攸
whud	修养 个头
whvf	修建
whvh	偼
whwg	俱全
whwh	个个 悠悠
whws	个体
whww	个人 仆人
whwy	俱
whxu	修缮
why	仆
whys	修订
wiad	倘若
wiao	化学工业
wieg	俏
wigi	偿还
wimk	倘
wimw	分水岭
wipc	偿
wipe	化学家
wipo	儻
wipq	傥
wiqn	侊 佻
wiry	化学反应
with	偗
witr	分泌物
witt	仯
wiu	氽
wiug	传染病
wiwg	倘使
wjbm	伸出
wjdr	但愿
wjfg	俚
wjgf	介于
wjgg	但
wjgh	偍
wjhh	伸
wjj	介
wjjg	但是 倡
wjlc	僈
wjmy	偶
wjna	伸展
wjnf	倡导
wjng	傝
wjqd	偶然
wjqi	偶尔
wjqn	偈
wjre	众星捧月
wjrf	介质
wjrt	伸手
wjsy	倮
wjty	介入
wjwq	偶像
wjxp	伸缩
wjxv	介绍
wjyy	倡议
wkbg	保卫
wkbu	保障
wkbw	保险
wkcc	堡垒
wkdh	保存
wkdn	促成
wkfa	仲裁
wkfj	促进
wkgd	俣
wkhh	仲
wkhm	僓
wkhp	儙
wkhy	促
wkkg	侣
wkkn	偔
wklq	保罗
wkmq	公路网
wkov	人口数
wkpf	保守
wkpg	保定
wkpl	八路军
wkpn	保密
wkpv	保安
wkqb	兌
wkqi	促销
wkqn	侃
wkqt	敓
wkqy	保留
wkrf	保持
wkry	保护
wksf	堡
wkso	煲
wkst	公路桥
wksy	保
wktp	保管
wkud	保养
wkvx	保姆
wkwd	保佑
wkwg	促使 保全
wkwv	保健
wkwy	保住
wkyg	保证
wlad	俄罗斯
wlbp	八国联军
wldg	個
wlft	侵略者
wlg	佃
wlge	偎 儇
wlgf	全国政协
wlh	伡
wlkg	伽
wlnt	全国性
wlny	偲
wlpl	集团军 侵略军
wlpy	僆
wlqt	华国锋
wltg	保加利亚
wlwd	全国人大
wlwn	集团公司
wmau	僼
wmdm	侧面
wmeb	佩服
wmeg	傦
wmfk	倜
wmgh	佩
wmgk	侗
wmgn	俜
wmh	仙
wmis	焦山河
wmjh	侧
wmn	仉
wmpe	作曲家
wmqn	伣
wmsi	仙桃
wmtg	侧重
wmtj	偑
wmtm	侧身
wmwi	依山傍水
wmwk	催促
wmww	仙人
wmwx	催化
wmwy	催
wmyt	侗族
wnad	假期 假若
wnbd	追随
wnbm	倔
wnbq	何心隐
wndg	倨
wndn	亿万
wnep	追逐
wnfb	似地
wnfh	追赶
wnfi	追求
wnfm	追击
wnfq	亿元
wnft	领导者
wngb	领导班子
wngf	人民政协 偓
wngk	伺
wngu	人民武装
wngw	歍
wngy	人民政府
wnhc	假
wnhe	偦
wnhh	偉
wnib	人民法院
wniu	追溯
wnjh	假冒
wnjj	假日
wnjr	人民日报
wnkg	亿吨
wnkh	追踪
wnku	僻
wnlk	追加
wnlw	人民团体
wnmq	人民网
wnn	亿
wnnf	阜
wnnh	師
wnnm	頧
wnnp	追
wnpb	人民军队
wnpg	假定
wnpw	追究
wnrq	似的
wnsc	领导权
wntd	侯
wntm	人民币
wntu	似乎
wnuf	假装
wnuk	追问
wnv	亾
wnvk	假如
wnwg	假使
wnwh	伺候
wnwp	人民公社
wnwu	全心全意
wnww	领导人
wnwx	个性化
wnxn	伲
wnym	假设
wnyw	似
wnyy	伬
wool	僗
wooy	倓
wope	企业家
wovg	偻
wowu	伙伴
woxg	分数线
woy	伙 侎
woyf	伙计
wpeg	华容县 公安县
wpey	侬
wpfi	倧
wpgg	伫
wpgm	段祺瑞 儐
wpmn	伔
wpnn	公安局 倌
wpns	儜
wprw	傧
wpsh	佇
wpsm	侦察机
wptk	候补委员
wpuk	公安部
wpvg	侒
wpwa	倥
wpwk	傛
wpwy	傕
wpxn	佗
wqay	低
wqbb	父子 爺
wqbh	仰
wqbj	爷
wqcb	爸
wqdb	佹
wqdy	儋
wqfn	低声
wqft	你老
wqfu	釜
wqgd	仰天
wqgf	低于
wqgh	低下
wqij	低温
wqin	您
wqip	低沉
wqiy	你
wqje	像
wqjg	像是
wqkg	佲 佝
wqky	儳
wqmy	偩
wqpe	你家
wqpw	低空
wqqq	爹
wqqy	侈
wqrj	斧
wqrn	偬
wqrt	伆
wqtg	俇
wqu	父
wqud	低头
wquk	令狐冲 俱乐部
wqus	父亲
wqvb	你好
wqvy	爹娘
wqwq	爹爹 爸爸 爷爷
wqwu	你们
wqww	低价
wqxe	低级
wqxg	父母
wraq	保护区
wrcy	仮
wrdq	伊拉克
wrel	伯爵
wrg	伯
wrh	伒
wrhh	件
wriy	侏
wrmt	众所周知
wrqc	傀
wrrm	儨
wrtf	俾
wrwl	傀儡
wrwq	伯父
wrwr	伯伯
wrwy	佚
wrxg	伯母
wryt	儌
wscw	体验
wsdh	何在
wsdm	体面
wsdt	何故
wset	何用
wsfa	体裁
wsga	体型 体形
wsge	体表
wsgg	体
wsgi	何不
wsgk	何事
wsgm	体现
wsh	仃
wsij	体温
wsip	何尝
wsjf	何时
wsjg	分析师
wskg	何
wslt	体力
wsmh	体贴
wsmw	体内
wsmy	價
wsnt	何必
wsny	何以
wsqg	鸺
wsqh	体外
wsrf	体质
wsrk	体操
wsrm	体制
wssh	儊
wsst	体格
wssw	体检
wssy	傈
wsta	体长
wstf	何等
wstg	体重
wsth	休息 何处
wstk	体积 何种
wstx	体系
wsuk	何况
wsus	休闲
wswf	体会
wswg	全权代表
wsww	何人
wsxu	体弱
wsy	休
wsyc	体育
wsym	仙桃市
wtaa	八戒
wtad	任期
wtag	八七
wtan	仛
wtay	伥
wtbb	傻子
wtbk	任职
wtbm	作出
wtcy	叙
wtdd	八大
wtdf	侮辱
wtdg	佸 伤感
wtdj	侨
wtdn	余万
wtee	八月
wtet	作用 任用 俢
wtey	余脉
wtfb	余地
wtff	八卦 偫
wtfg	任
wtfh	仟 仵
wtfm	凭 赁 儹
wtfn	恁
wtfq	侁
wtft	作者 任教
wtfv	偛
wtfy	作坊
wtgf	偅
wtgg	八一 八五
wtgh	余下
wtgk	叙事
wtgo	叙利亚
wth	亻
wthf	作
wthk	作战
wtif	作法
wtiq	傅德辉
wtjh	俐
wtkg	俰
wtkh	途中 八中
wtkk	作品 伤口
wtkm	公务员 伤员
wtkt	作响
wtlf	畬
wtlg	俄国
wtln	伤
wtlt	傻
wtma	作曲
wtmq	作风 信息网
wtnm	八届
wtnn	仡
wtnt	创造性
wtnu	悆
wtny	伤心
wtog	作业
wtoy	偢
wtpd	伤害
wtpe	作家 余家
wtpf	倭寇
wtpg	八宝
wtpi	途
wtpl	俄军
wtpt	余额
wtqe	八角
wtqk	任免
wtqq	公积金
wtrc	傻瓜
wtrh	八年 余年
wtrs	信息技术
wtrt	俄
wtrv	伤势
wtst	公生桥
wtsu	什么样
wtsy	叙述
wttc	途径
wtth	余处
wttk	余种
wttl	任务
wttr	作物
wtu	余
wtud	侨眷
wtuf	斜
wtuj	任意 做生意
wtus	货币资本
wtut	人行道
wtuv	伤痕
wtuy	佟
wtvg	倭
wtwa	凭借
wtwg	任命
wtwh	八个
wtws	任何
wtww	候选人 伤人
wtwx	信息化
wtwy	雓
wtxi	係
wtxu	侮
wty	八
wtyg	凭证
wtyl	作为
wtyn	伤亡
wtyt	八旗
wtyy	作文
wuah	併
wubb	位子
wubd	伴随
wuda	傞
wudb	倦
wude	伴有
wudh	佯
wudw	伴奏
wuej	偂
wufh	伴
wufq	亿美元
wug	位 們
wugf	位于 仅次于
wuhj	伞
wujf	僮
wujg	偣
wujq	傍晚
wukg	倍
wukk	化妆品
wulf	位置
wulj	僧
wun	们
wund	位居
wupy	傍
wuqt	傚
wuqw	佽
wuqy	佼
wusg	偤
wusq	儭
wute	偐
wutg	伴生
wuts	集装箱
wuwm	谷六仙
wuww	僧人
wuxt	俤
wuyo	亿立方米
wuyx	分辨率
wuyy	人道主义
wvaa	分工
wvad	贫苦 分期
wvae	分散
wvb	分
wvbb	分子
wvbh	邠
wvbm	分出
wvbp	分院
wvbw	分队
wvdm	分布 颁 颁布
wvdn	分成
wvdx	侵袭
wvey	佷
wvfb	盆地
wvfc	分支
wvff	坌
wvfp	健
wvft	创建者
wvga	分开
wvgi	鸔
wvgq	分裂
wvhf	分歧
wvhk	侵占
wvic	分治
wvin	分泌
wviy	分流
wvje	分明
wvjg	分量
wvju	蚠
wvkl	分别
wvlf	盆
wvln	儠
wvls	贫困
wvlt	侵略
wvmj	岔
wvmu	贫 貧
wvn	仇
wvna	贫民
wvnn	分局
wvnt	颁发
wvnu	忿
wvnv	仇恨
wvod	分类
wvov	分数
wvpc	侵
wvpd	分割 侵害
wvpf	贫寒
wvpg	贫富
wvpw	贫穷
wvqe	分解
wvqi	伊尔
wvqk	分钟
wvqn	侵蚀 倪
wvqt	侵犯
wvrq	他妈的
wvrt	分手
wvsg	分配
wvsr	分析
wvsu	分校
wvtf	分行
wvtj	伊犁
wvtl	贫血
wvtm	健身
wvtp	分管
wvtt	伊
wvty	侵入 攽
wvud	分头
wvuf	健壮
wvug	健美
wvuq	颁奖
wvut	贫道
wvuy	分辨
wvvq	分娩
wvwf	分会
wvwg	健全
wvww	创始人 仇人
wvwx	分化 侵华
wvxw	分给
wvyb	分享 分离
wvyl	分为
wvyv	健康 伊朗
wvyy	仞
wwaa	人工
wwah	俞伯牙
wwai	坐落
wwan	人世
wwbb	谷子
wwbf	耸
wwbn	伧
wwcd	坐骑 人参
wwcf	仅供参考
wwcm	价值观
wwcn	人马
wwcy	伀
wwdd	人大
wwdh	坐在
wwdm	从而
wwdx	偷袭
wweg	俎 佾
wwfb	谷地
wwfc	侩
wwff	坐
wwfg	人士
wwfi	从未 傺
wwfj	剉
wwfk	倽
wwfq	人均
wwft	人才 夎
wwgf	丛
wwgg	佺
wwgh	坐下
wwgi	从不 俭
wwgj	偷 伦理
wwgk	从事 人事
wwgo	从来 从严
wwgu	僜
wwgw	儉 倹
wwhx	从此
wwih	从小
wwim	从没
wwip	人学
wwjh	价
wwjy	人影
wwkb	卻 郤
wwkf	谷
wwkg	鹆
wwkh	从中 丛中
wwkk	人口 人品
wwkm	人员
wwkn	慾
wwkw	欲
wwlt	人力
wwna	人民
wwng	分公司 人情
wwnn	丛书
wwnt	人性 从属
wwnu	怂
wwny	人心
wwod	人类
wwog	从业
wwov	人数
wwpe	人家
wwpg	坐定
wwpt	份额
wwpw	从容
wwpy	合作社
wwqg	价钱
wwqk	俗名
wwqq	众多
wwrd	集体所有
wwrn	人气
wwrt	人手
wwsc	人权
wwsf	坐标
wwss	丛林
wwst	价格 人格
wwtf	人选 人造 人行
wwtg	人生
wwtm	人身
wwtq	俗称 人称
wwtr	人物 化合物 谷物
wwud	人头 从头
wwue	从前
wwuj	人间
wwuq	人次 众将
wwvn	份
wwvt	人群
wwwf	价值 傘
wwwk	俗
wwws	人体
wwwu	人们 众
wwww	人 众人 人人 任何人 偷偷
wwxn	伦
wwy	从 仈
wwyb	伦敦
wwyc	伶
wwyg	倠
wwyj	催化剂
wwyl	人为
wwym	儁
wwyn	欲望
wwyo	僬
wwyy	人文
wxaa	化工
wxai	华东
wxb	仑
wxcw	化验
wxdg	化石
wxdh	华夏
wxdm	倾
wxec	化肥
wxfa	佛塔
wxfc	货运
wxfj	华
wxfm	华南
wxft	佛教
wxge	华表
wxgm	华丽 华瑞
wxhh	伄
wxii	华沙
wxip	化学
wxjh	佛
wxkh	华中
wxkr	倾听
wxmm	华山
wxmu	货
wxn	化
wxny	倾心
wxqe	化解
wxth	儗
wxtm	货币 倾向
wxtr	货物
wxub	化疗
wxux	华北
wxwq	佛像
wxwt	倾斜 华侨
wxww	华人
wxxr	偕
wxxt	化纤
wxyl	化为 华为
wyaa	仪式
wyam	焦黄
wyay	储蓄 含蓄
wybc	领取 禽
wybp	住院 众议院
wybw	依附 领队
wycb	邻
wycg	鸰
wycm	领
wycn	翎 瓴
wycu	令
wyde	含有
wydh	储存
wydn	集成
wydw	信奉
wyeb	隽
wyet	食用 信用
wyey	依 偯
wyfa	领域
wyfb	领地
wyff	领土 信封
wyfh	食盐
wyfj	储 隼 儲
wyfm	偏南
wyfn	体育场
wyft	领教
wyg	信 隹
wygb	停顿
wygd	今天
wyge	仪表
wygg	住
wygh	停下
wygk	依赖 信赖 领事
wyha	焦虑
wyhh	停止
wyhi	停步
wyhj	依旧
wyhk	焦点 停战
wyif	依法 贪污
wyig	停滞
wyin	僦
wyip	食堂
wyir	停泊
wyiv	停当
wyiy	倞
wyjg	含量 储量 会计师
wyjh	侪
wyjj	今日 登记日
wyjq	今晚
wyjv	依照 仿照
wyke	儴
wykf	售
wykg	信号
wykh	集中 焦躁
wykk	食品 仪器
wylf	集团
wylg	邻国
wylt	领略
wyly	伪
wymn	伉
wymq	偏见
wyn	仿
wyna	偏
wynb	今
wynd	邻居
wyne	衾
wynf	领导
wyng	领悟
wynk	含
wynl	盦
wynm	贪 颔 頷
wynn	念
wyno	儦
wynt	食性 敜
wyny	信心
wyod	含糊
wyog	鹪
wyoj	劁
wyou	焦
wype	儫
wypg	会议室
wypl	伪军
wyps	停
wypt	住宅
wypu	领袖
wypw	住宿
wyqd	依然
wyqf	集镇
wyqq	何应钦
wyqt	今儿 令狐
wyqv	焦急
wyqy	仪 停留
wyrg	今后
wyrh	今年
wyrm	仿制
wyrn	依据
wyrp	邻近
wyrt	依托 信托
wyrx	食指
wyss	贪婪
wysu	集
wyta	侂
wytf	依靠 领先 信徒 伪造
wytg	偏重
wyth	信息 住处
wytl	储备
wytm	俯身 偏向
wytq	依稀
wytr	食物
wytt	含笑
wyty	倣
wyud	念头 偏差
wyuf	伪装
wyuj	含意
wyuq	依次 集资 仿效
wyvc	飠
wyvd	餂
wyve	食 饛 俍
wyvf	儕 餠 饄
wyvk	餢 飴 倉
wyvt	餘
wyvw	飲
wyvy	餝
wywa	信贷
wywd	仪仗
wywf	集会 俯 领会 倅
wywg	集合
wywn	偏僻
wywq	信仰
wywr	信件
wyws	集体
wywt	信任 代主任
wywu	全方位
wyww	令人 食欲 售价
wywx	仿佛
wywy	偏偏 信念
wyxf	集结
wyxl	傗
wyy	伩
wyyb	偏离
wyyh	犫
wyyk	集训
wyyn	住房
wyyq	含义
wyyu	俗话说
wyyw	今夜
wyyy	雠
xaal	红薯 练功
xaaw	红花
xadt	绒
xaet	繖
xaff	红墙 红土
xafg	绀
xafh	缂
xafp	绕过
xaft	张英才 经营者
xag	红
xahh	弬
xahv	红眼
xait	红海
xalg	緢
xamw	彉
xang	弡
xann	绁
xans	弽 緤
xanu	练习
xanw	练
xaoa	红烧
xaoo	红火
xaoy	红糖
xapl	红军
xaqc	红色
xaqh	红外
xarg	练兵
xaso	红楼
xatq	绕
xaut	绕道
xayt	红旗
xbg	弭
xbhc	弢
xbmh	绌
xbn	弛
xbww	继承人
xbxm	维也纳
xcag	经
xcap	经营
xcbh	纾 紓
xcbk	繘
xccc	缀
xcce	縿
xccw	经验
xcdl	经历
xcep	经受
xcey	经脉
xcfh	绎
xcfp	经过
xcgj	经理
xcip	经常
xciy	经济
xcjy	強
xckg	绐
xcma	经典
xcmh	经由
xcn	紦 弝
xcnn	经书
xcqy	经贸
xcrn	弘扬
xctp	经管
xcum	经商
xcxj	经费
xcy	弘
xcyy	经文
xdcy	绂 紱 纮
xddh	张三丰
xde	毋
xdey	張
xdff	缛
xdfn	绔
xdgt	缄
xdjd	绯
xdjx	弼
xdlt	强有力
xdmd	缅 緛 緬
xdmy	顷 頃
xdnt	絾
xdps	毋宁
xdql	缅甸
xdqo	绝大多数
xdsk	绮
xdtb	绑
xdui	繚 缭
xduw	组成部分 绝大部分
xdww	綊
xedn	组成
xeeg	绷 弸
xefc	缓 緩
xegg	组
xehi	缓步
xejj	蠡 劙
xekl	级别
xenj	缓慢
xepc	绶
xeqe	缓解
xesy	綵
xeta	组长
xetk	缓和
xeu	彖
xeud	级差
xevf	组建
xevg	绥 綏
xewg	组合
xewv	组分
xexe	缓缓
xexk	组织
xeyy	级 級
xfag	纎 繊
xfce	贯通
xfcy	紶 纭
xfdn	结成
xffa	疆域
xfgg	疆
xfgk	结束
xfhw	缜
xfje	结盟
xfjj	结晶
xfjs	结果
xfkg	结 結
xfkh	张献忠
xfkm	缬
xfmu	贯 貫
xfnd	续
xfnh	纬
xfnn	张无忌 结局
xfpb	綍
xfpu	结实
xfpw	贯穿
xfqg	鸨
xfrt	乡土气息
xfsq	结构
xfta	贯彻
xfth	结算
xftj	绪
xfuq	结交
xfvq	结婚
xfwg	结合
xfwk	繬
xfwt	绫
xfy	纣
xfya	纬度
xfyk	结识
xfyl	结为
xfyw	结论
xgbb	母子
xgbn	纯 純
xgdd	纯碱
xgef	缚
xgf	弖
xgfh	纡
xgfp	线索
xggh	纯正
xghh	比不上
xghx	统一战线
xgif	纯洁
xgiu	彔
xgiy	紑
xgjg	絙
xgjq	绠 綆
xgkh	线路 给事中
xglg	缰 彊
xglx	弻
xgmy	績 绩
xgnt	纯属 线性
xgoa	彝 彜
xgoj	缙
xgoy	纯粹
xgps	彙
xgqy	维吾尔族
xgsg	母本
xgt	线
xgts	线条
xgui	母
xgus	母亲
xgva	弳 經
xgvv	母女
xgwq	彌
xgww	经理人
xgwy	瓕
xgxk	缰绳
xgxx	彘
xgyt	彝族
xhet	引用
xhfh	引起
xhfj	引进
xhgo	引来
xhh	引
xhiq	繉
xhit	缈 緲
xhjh	绰
xhlt	引力
xhnf	引导
xhnt	引发
xhst	引桥
xhtj	引得
xhty	引入
xhwy	引领 引信
xhxn	紪
xiad	经济基础
xiaq	张湾区 统治区
xibx	统治阶级
xidm	颍
xieg	绡 弰
xift	统治者
xiga	经济型
xigm	张海丽
xiip	经济学 经济学家
ximk	绱
xipw	经济社会
xiss	经济林
xita	经济特区
xitt	纱
xiu	糸
xiuu	经济效益
xiwr	经济体制
xiwt	经济作物
xiyv	张学良
xjaf	彃
xjbc	繓
xjdh	旨在
xjet	费用
xjf	旨
xjgh	缇 緹
xjhh	绅 紳
xjk	弗
xjlc	缦
xjlt	费力
xjmu	费 費
xjtq	缆
xjuj	旨意
xjxx	绲
xkbb	绳子
xkbg	缉 緝
xkca	强劲
xkdd	强大
xkdn	强盛
xkeg	绢
xkfp	绳索
xkft	强者
xkgq	强烈
xkhk	强占
xkhm	缋
xkhp	缱
xkjh	犟
xkjn	绳
xkjy	强
xkkf	彈
xklg	强国
xklt	强力
xknj	强悍
xkrm	强制
xkrp	强迫
xkrv	强势
xktf	强行
xktr	织物
xkuq	强盗
xkwx	强化
xkwy	织
xkxu	强弱
xkya	强度
xkym	强调
xlab	细节
xlal	细菌
xldt	张国焘
xlea	细腻
xleg	緭
xleq	细胞
xlft	编辑者
xlg	细 細
xlgc	细致
xlge	繯
xlih	细小
xljh	幼虫
xln	幼
xlny	细心 缌
xlpy	縺
xlrh	细看 幼年
xlsy	綑
xlta	细长
xltw	幼稚
xlvg	细嫩
xlwo	鴢
xlxi	缧
xlxk	辔
xlxl	细细
xmee	繃
xmeg	縎
xmfk	绸
xmg	紬
xmmv	缨
xmoy	纳粹
xmqy	纲
xmsv	纲要
xmtu	纳税
xmty	纳入
xmun	纳闷 網
xmwf	纳什
xmwy	纳 纲领 繀
xnaj	缗 緡
xnfg	纽
xngh	张居正 纠正
xngn	弓
xnhh	纠
xnmm	张翠山
xnn	纪 幻 糺
xnny	幺
xnsh	幻想
xnsv	纪要
xntu	弓箭
xntv	纪律
xnty	纯收入
xnvi	纪录
xnwe	缪 繆
xnwy	纪念
xnxq	纽约
xnxw	纠纷
xnxy	纠缠
xobd	继承
xodm	继而 熲 颎
xonn	继
xotg	毕业生
xovg	缕
xowu	继位
xoxf	继续
xoxh	鬻
xoxn	粥
xpdc	綋
xpdg	红宝石
xpdk	縖
xpfi	综
xpgg	纻
xpgh	绽
xpgw	縯
xpih	缩小
xpim	张之洞
xpkk	张家口
xplh	緷
xpnn	绾
xpqn	紞
xprw	缤
xpsh	紵
xptd	缩短
xpwg	综合
xpwj	缩
xqan	纸 紙
xqay	弤
xqbt	緵
xqcf	绝对
xqcn	绝
xqdh	絺
xqdj	绝非
xqdo	繎
xqeh	繲
xqfj	约翰
xqfq	绝无
xqfy	纸坊
xqgi	绝不
xqgk	约束
xqgm	绚丽
xqij	弥漫
xqiy	弥
xqjg	约旦 绚
xqky	纔
xqlf	幼儿园
xqng	绝情
xqpg	约定
xqpu	弥补
xqrf	绝技
xqrm	绹
xqrn	緫
xqsd	绝顶
xqtm	纸币
xqts	纸条
xqvg	绉
xqwf	约会
xqwo	乡镇企业
xqxx	绝缘
xqyn	绝望
xqyy	约
xrcy	弧
xrg	絈
xrga	弧形
xrh	紤
xriy	線
xrmh	绵
xrth	绵延
xrwy	紩
xrxm	缴纳
xryt	缴
xsfg	緸
xsfi	縹 缥
xsgg	綇
xshg	缃 緗
xskk	彁
xsss	红楼梦
xssy	綝
xsyt	纳西族
xtah	绛
xtak	疑惑
xtay	张
xtbi	缝隙
xtbn	絁
xtcw	疑难
xtdd	张大
xtde	觺
xtdh	綘 疑 肄
xtdk	繑
xtdm	颖
xtdp	缝
xte	乡
xten	绣 綉
xtfg	紝
xtfh	绗 纤
xtfm	纘 缵
xtfp	綎
xtga	张开
xtgf	终于 緟 缍
xtgh	乡下
xtgx	维生素
xtha	疑虑
xthh	终止
xthk	终点 绺
xthp	綖
xtjf	比利时
xtju	蚃
xtkg	络
xtkh	张嘴
xtkk	张口
xtln	總
xtlq	张罗
xtlt	繌
xtmh	张贴
xtn	匕
xtnn	纥
xtnu	张飞
xtny	疑心
xtol	繙
xtpe	张家
xtps	张宁
xtpw	终究
xtqf	乡镇
xtrh	终年
xtse	终极
xtsf	乡村
xtsy	绦
xtta	乡长
xttg	终生
xttm	终身
xtuh	縦
xtuk	疑问
xtum	终端
xtus	乡亲
xtut	匕首
xtuy	终
xtvb	郷
xtwe	飨
xtwf	组委会
xtxf	终结
xtxw	纤维
xtya	乡试
xtyk	嚮
xuaj	織
xuax	弹药
xudb	绻
xudk	繕 缮
xueg	繝
xuev	彅
xufh	绊
xuhk	弱点
xujf	弹
xulj	缯
xunt	弹性
xunx	弹道导弹
xuph	缔
xupy	縍
xuqy	绞
xuud	弹头
xuut	弹道
xuvo	缣
xuwl	縊 缢
xuxf	缔结
xuxt	绨 綈
xuxu	弱
xuyn	弹劾
xvak	绿萼
xvbb	红娘子
xvgk	绿豆
xvhh	彇
xviw	绍兴
xviy	绿 绿洲
xvjs	缫
xvkg	绍
xvlg	缁
xvoj	繍
xvpc	綅
xvqc	绿色
xvtg	张召重
xvwx	绿化
xvyu	比如说
xvyy	纨 纫
xwbm	给出
xwbw	纵队
xwcb	给予
xwdc	缎 緞
xwfc	绘
xwfs	张作霖
xwfy	紨
xwgj	緰
xwgk	给
xwgl	绘画
xwgq	缏 緶
xwhs	縧
xwig	综合治理
xwih	引人注目
xwip	纵深
xwjh	紒
xwkk	纪念品
xwks	緥
xwnd	緱 缑
xwnp	缒
xwnt	综合性
xwqd	纵然
xwqn	纪念馆
xwrf	维持
xwrm	绘制
xwry	维护
xwsa	纵横
xwtg	综合征
xwtm	纵身 纵向
xwus	维新
xwvn	纷
xwwh	维修
xwwy	纵
xwxf	纵贯
xwxn	纶
xwxw	纷纷
xwyg	维
xwyn	紟
xxal	畿
xxcj	繈
xxcy	紭
xxdt	缘故 幾
xxeq	红细胞
xxey	缘 緣
xxfh	比起
xxfj	毕
xxga	比武
xxgf	丝
xxgg	鸶
xxgx	纤维素 毙
xxif	组织法
xxjh	绋
xxkk	纺织品
xxkw	比喻
xxlf	幽默
xxlu	比较
xxmh	缘由
xxmk	幽
xxn	比
xxnt	毖
xxog	毕业
xxou	粊
xxpf	比赛
xxrf	皆
xxrn	比拟
xxsr	纤维板
xxsu	枈
xxtg	比重 毕生
xxtn	毞
xxuj	毕竟
xxvk	比如
xxvo	幽灵
xxwg	比例
xxwt	比作
xxwv	比分
xxww	经纪人
xxxj	比比皆是
xxxm	丝绸
xxxn	纰 紕
xxxx	纟
xxyp	丝毫
xxyx	比率
xyaw	彍
xybc	缡
xybg	弴
xybw	编队
xycq	统
xydc	编码
xydn	编成
